ReportingArea,MMWRYear,MMWRWeek,IPD_all,IPD_u5,IPD_o5,School,sub_region_1,mmwr_week,7dayavg_retail_rec,7dayavg_grocery,7dayavg_parks,7dayavg_transit,7dayavg_work,7dayavg_res
MISSISSIPPI,2019,34,1,0,1,0,,,,,,,,
MISSOURI,2019,34,2,0,2,0,,,,,,,,
MONTANA,2019,34,0,0,0,0,,,,,,,,
MOUNTAIN,2019,34,11,0,11,0,,,,,,,,
NEBRASKA,2019,34,3,2,1,0,,,,,,,,
NEVADA,2019,34,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,34,5,0,5,0,,,,,,,,
NEW HAMPSHIRE,2019,34,0,0,0,0,,,,,,,,
NEW JERSEY,2019,34,0,0,0,0,,,,,,,,
NEW MEXICO,2019,34,0,0,0,0,,,,,,,,
NEW YORK,2019,34,3,0,3,0,,,,,,,,
NEW YORK CITY,2019,34,5,0,5,0,,,,,,,,
NON-US RESIDENTS,2019,34,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,34,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,34,0,0,0,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,34,0,0,0,0,,,,,,,,
OHIO,2019,34,12,0,12,0,,,,,,,,
OKLAHOMA,2019,34,0,0,0,0,,,,,,,,
OREGON,2019,34,0,0,0,0,,,,,,,,
PACIFIC,2019,34,1,1,0,0,,,,,,,,
PENNSYLVANIA,2019,34,1,0,1,0,,,,,,,,
PUERTO RICO,2019,34,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,34,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,34,17,0,17,0,,,,,,,,
SOUTH CAROLINA,2019,34,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2019,34,0,0,0,0,,,,,,,,
TENNESSEE,2019,34,1,0,1,0,,,,,,,,
TEXAS,2019,34,11,0,11,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,34,0,0,0,0,,,,,,,,
UNITED STATES,2019,34,81,5,76,0,,,,,,,,
US RESIDENTS,2019,34,81,5,76,0,,,,,,,,
US TERRITORIES,2019,34,0,0,0,0,,,,,,,,
UTAH,2019,34,1,0,1,0,,,,,,,,
VERMONT,2019,34,0,0,0,0,,,,,,,,
VIRGINIA,2019,34,0,0,0,0,,,,,,,,
WASHINGTON,2019,34,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,34,5,2,3,0,,,,,,,,
WEST SOUTH CENTRAL,2019,34,16,1,15,0,,,,,,,,
WEST VIRGINIA,2019,34,0,0,0,0,,,,,,,,
WISCONSIN,2019,34,2,1,1,0,,,,,,,,
WYOMING,2019,34,0,0,0,0,,,,,,,,
ALABAMA,2019,35,0,0,0,0,,,,,,,,
ALASKA,2019,35,2,0,2,0,,,,,,,,
AMERICAN SAMOA,2019,35,0,0,0,0,,,,,,,,
ARIZONA,2019,35,0,0,0,0,,,,,,,,
ARKANSAS,2019,35,4,0,4,0,,,,,,,,
CALIFORNIA,2019,35,0,0,0,0,,,,,,,,
COLORADO,2019,35,6,1,5,0,,,,,,,,
CONNECTICUT,2019,35,0,0,0,0,,,,,,,,
DELAWARE,2019,35,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,35,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,35,12,0,12,0,,,,,,,,
EAST SOUTH CENTRAL,2019,35,2,0,2,0,,,,,,,,
FLORIDA,2019,35,8,0,8,0,,,,,,,,
GEORGIA,2019,35,2,0,2,0,,,,,,,,
GUAM,2019,35,0,0,0,0,,,,,,,,
HAWAII,2019,35,0,0,0,0,,,,,,,,
IDAHO,2019,35,0,0,0,0,,,,,,,,
ILLINOIS,2019,35,0,0,0,0,,,,,,,,
INDIANA,2019,35,1,0,1,0,,,,,,,,
IOWA,2019,35,0,0,0,0,,,,,,,,
KANSAS,2019,35,0,0,0,0,,,,,,,,
KENTUCKY,2019,35,0,0,0,0,,,,,,,,
LOUISIANA,2019,35,0,0,0,0,,,,,,,,
MAINE,2019,35,0,0,0,0,,,,,,,,
MARYLAND,2019,35,3,0,3,0,,,,,,,,
MASSACHUSETTS,2019,35,0,0,0,0,,,,,,,,
MICHIGAN,2019,35,0,0,0,0,,,,,,,,
MIDDLE ATLANTIC,2019,35,25,0,25,0,,,,,,,,
MINNESOTA,2019,35,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,35,0,0,0,0,,,,,,,,
MISSOURI,2019,35,2,0,2,0,,,,,,,,
MONTANA,2019,35,0,0,0,0,,,,,,,,
MOUNTAIN,2019,35,6,1,5,0,,,,,,,,
NEBRASKA,2019,35,2,0,2,0,,,,,,,,
NEVADA,2019,35,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,35,0,0,0,0,,,,,,,,
NEW HAMPSHIRE,2019,35,0,0,0,0,,,,,,,,
NEW JERSEY,2019,35,4,0,4,0,,,,,,,,
NEW MEXICO,2019,35,0,0,0,0,,,,,,,,
NEW YORK,2019,35,15,0,15,0,,,,,,,,
NEW YORK CITY,2019,35,6,0,6,0,,,,,,,,
NON-US RESIDENTS,2019,35,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,35,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,35,0,0,0,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,35,0,0,0,0,,,,,,,,
OHIO,2019,35,9,0,9,0,,,,,,,,
OKLAHOMA,2019,35,0,0,0,0,,,,,,,,
OREGON,2019,35,0,0,0,0,,,,,,,,
PACIFIC,2019,35,2,0,2,0,,,,,,,,
PENNSYLVANIA,2019,35,0,0,0,0,,,,,,,,
PUERTO RICO,2019,35,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,35,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,35,13,0,13,0,,,,,,,,
SOUTH CAROLINA,2019,35,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2019,35,1,0,1,0,,,,,,,,
TENNESSEE,2019,35,2,0,2,0,,,,,,,,
TEXAS,2019,35,4,0,4,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,35,0,0,0,0,,,,,,,,
UNITED STATES,2019,35,73,1,72,0,,,,,,,,
US RESIDENTS,2019,35,73,1,72,0,,,,,,,,
US TERRITORIES,2019,35,0,0,0,0,,,,,,,,
UTAH,2019,35,0,0,0,0,,,,,,,,
VERMONT,2019,35,0,0,0,0,,,,,,,,
VIRGINIA,2019,35,0,0,0,0,,,,,,,,
WASHINGTON,2019,35,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,35,5,0,5,0,,,,,,,,
WEST SOUTH CENTRAL,2019,35,8,0,8,0,,,,,,,,
WEST VIRGINIA,2019,35,0,0,0,0,,,,,,,,
WISCONSIN,2019,35,2,0,2,0,,,,,,,,
WYOMING,2019,35,0,0,0,0,,,,,,,,
ALABAMA,2019,36,0,0,0,0,,,,,,,,
ALASKA,2019,36,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,36,0,0,0,0,,,,,,,,
ARIZONA,2019,36,3,1,2,0,,,,,,,,
ARKANSAS,2019,36,3,0,3,0,,,,,,,,
CALIFORNIA,2019,36,0,0,0,0,,,,,,,,
COLORADO,2019,36,5,0,5,0,,,,,,,,
CONNECTICUT,2019,36,0,0,0,0,,,,,,,,
DELAWARE,2019,36,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,36,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,36,16,2,14,0,,,,,,,,
EAST SOUTH CENTRAL,2019,36,8,0,8,0,,,,,,,,
FLORIDA,2019,36,17,6,11,0,,,,,,,,
GEORGIA,2019,36,2,0,2,0,,,,,,,,
GUAM,2019,36,0,0,0,0,,,,,,,,
HAWAII,2019,36,0,0,0,0,,,,,,,,
IDAHO,2019,36,0,0,0,0,,,,,,,,
ILLINOIS,2019,36,0,0,0,0,,,,,,,,
INDIANA,2019,36,2,0,2,0,,,,,,,,
IOWA,2019,36,0,0,0,0,,,,,,,,
KANSAS,2019,36,0,0,0,0,,,,,,,,
KENTUCKY,2019,36,1,0,1,0,,,,,,,,
LOUISIANA,2019,36,0,0,0,0,,,,,,,,
MAINE,2019,36,1,0,1,0,,,,,,,,
MARYLAND,2019,36,4,0,4,0,,,,,,,,
MASSACHUSETTS,2019,36,4,0,4,0,,,,,,,,
MICHIGAN,2019,36,1,0,1,0,,,,,,,,
MIDDLE ATLANTIC,2019,36,11,1,10,0,,,,,,,,
MINNESOTA,2019,36,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,36,3,0,3,0,,,,,,,,
MISSOURI,2019,36,1,0,1,0,,,,,,,,
MONTANA,2019,36,2,0,2,0,,,,,,,,
MOUNTAIN,2019,36,16,1,15,0,,,,,,,,
NEBRASKA,2019,36,1,0,1,0,,,,,,,,
NEVADA,2019,36,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,36,6,0,6,0,,,,,,,,
NEW HAMPSHIRE,2019,36,1,0,1,0,,,,,,,,
NEW JERSEY,2019,36,1,0,1,0,,,,,,,,
NEW MEXICO,2019,36,5,0,5,0,,,,,,,,
NEW YORK,2019,36,10,1,9,0,,,,,,,,
NEW YORK CITY,2019,36,0,0,0,0,,,,,,,,
NON-US RESIDENTS,2019,36,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,36,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,36,0,0,0,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,36,0,0,0,0,,,,,,,,
OHIO,2019,36,9,2,7,0,,,,,,,,
OKLAHOMA,2019,36,0,0,0,0,,,,,,,,
OREGON,2019,36,0,0,0,0,,,,,,,,
PACIFIC,2019,36,0,0,0,0,,,,,,,,
PENNSYLVANIA,2019,36,0,0,0,0,,,,,,,,
PUERTO RICO,2019,36,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,36,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,36,25,6,19,0,,,,,,,,
SOUTH CAROLINA,2019,36,2,0,2,0,,,,,,,,
SOUTH DAKOTA,2019,36,0,0,0,0,,,,,,,,
TENNESSEE,2019,36,4,0,4,0,,,,,,,,
TEXAS,2019,36,6,1,5,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,36,0,0,0,0,,,,,,,,
UNITED STATES,2019,36,93,11,82,0,,,,,,,,
US RESIDENTS,2019,36,93,11,82,0,,,,,,,,
US TERRITORIES,2019,36,0,0,0,0,,,,,,,,
UTAH,2019,36,0,0,0,0,,,,,,,,
VERMONT,2019,36,0,0,0,0,,,,,,,,
VIRGINIA,2019,36,0,0,0,0,,,,,,,,
WASHINGTON,2019,36,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,36,2,0,2,0,,,,,,,,
WEST SOUTH CENTRAL,2019,36,9,1,8,0,,,,,,,,
WEST VIRGINIA,2019,36,0,0,0,0,,,,,,,,
WISCONSIN,2019,36,4,0,4,0,,,,,,,,
WYOMING,2019,36,1,0,1,0,,,,,,,,
ALABAMA,2019,37,0,0,0,0,,,,,,,,
ALASKA,2019,37,1,0,1,0,,,,,,,,
AMERICAN SAMOA,2019,37,0,0,0,0,,,,,,,,
ARIZONA,2019,37,9,1,8,0,,,,,,,,
ARKANSAS,2019,37,2,0,2,0,,,,,,,,
CALIFORNIA,2019,37,0,0,0,0,,,,,,,,
COLORADO,2019,37,10,0,10,0,,,,,,,,
CONNECTICUT,2019,37,0,0,0,0,,,,,,,,
DELAWARE,2019,37,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,37,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,37,20,1,19,0,,,,,,,,
EAST SOUTH CENTRAL,2019,37,10,0,10,0,,,,,,,,
FLORIDA,2019,37,10,0,10,0,,,,,,,,
GEORGIA,2019,37,5,1,4,0,,,,,,,,
GUAM,2019,37,0,0,0,0,,,,,,,,
HAWAII,2019,37,0,0,0,0,,,,,,,,
IDAHO,2019,37,0,0,0,0,,,,,,,,
ILLINOIS,2019,37,0,0,0,0,,,,,,,,
INDIANA,2019,37,3,0,3,0,,,,,,,,
IOWA,2019,37,0,0,0,0,,,,,,,,
KANSAS,2019,37,0,0,0,0,,,,,,,,
KENTUCKY,2019,37,3,0,3,0,,,,,,,,
LOUISIANA,2019,37,0,0,0,0,,,,,,,,
MAINE,2019,37,1,0,1,0,,,,,,,,
MARYLAND,2019,37,4,1,3,0,,,,,,,,
MASSACHUSETTS,2019,37,0,0,0,0,,,,,,,,
MICHIGAN,2019,37,0,0,0,0,,,,,,,,
MIDDLE ATLANTIC,2019,37,12,0,12,0,,,,,,,,
MINNESOTA,2019,37,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,37,3,0,3,0,,,,,,,,
MISSOURI,2019,37,5,0,5,0,,,,,,,,
MONTANA,2019,37,1,1,0,0,,,,,,,,
MOUNTAIN,2019,37,20,2,18,0,,,,,,,,
NEBRASKA,2019,37,1,0,1,0,,,,,,,,
NEVADA,2019,37,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,37,2,0,2,0,,,,,,,,
NEW HAMPSHIRE,2019,37,1,0,1,0,,,,,,,,
NEW JERSEY,2019,37,1,0,1,0,,,,,,,,
NEW MEXICO,2019,37,0,0,0,0,,,,,,,,
NEW YORK,2019,37,7,0,7,0,,,,,,,,
NEW YORK CITY,2019,37,4,0,4,0,,,,,,,,
NON-US RESIDENTS,2019,37,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,37,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,37,0,0,0,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,37,0,0,0,0,,,,,,,,
OHIO,2019,37,13,1,12,0,,,,,,,,
OKLAHOMA,2019,37,0,0,0,0,,,,,,,,
OREGON,2019,37,0,0,0,0,,,,,,,,
PACIFIC,2019,37,1,0,1,0,,,,,,,,
PENNSYLVANIA,2019,37,0,0,0,0,,,,,,,,
PUERTO RICO,2019,37,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,37,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,37,24,2,22,0,,,,,,,,
SOUTH CAROLINA,2019,37,5,0,5,0,,,,,,,,
SOUTH DAKOTA,2019,37,0,0,0,0,,,,,,,,
TENNESSEE,2019,37,4,0,4,0,,,,,,,,
TEXAS,2019,37,12,0,12,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,37,0,0,0,0,,,,,,,,
UNITED STATES,2019,37,109,5,104,0,,,,,,,,
US RESIDENTS,2019,37,109,5,104,0,,,,,,,,
US TERRITORIES,2019,37,0,0,0,0,,,,,,,,
UTAH,2019,37,0,0,0,0,,,,,,,,
VERMONT,2019,37,0,0,0,0,,,,,,,,
VIRGINIA,2019,37,0,0,0,0,,,,,,,,
WASHINGTON,2019,37,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,37,6,0,6,0,,,,,,,,
WEST SOUTH CENTRAL,2019,37,14,0,14,0,,,,,,,,
WEST VIRGINIA,2019,37,0,0,0,0,,,,,,,,
WISCONSIN,2019,37,4,0,4,0,,,,,,,,
WYOMING,2019,37,0,0,0,0,,,,,,,,
ALABAMA,2019,38,0,0,0,0,,,,,,,,
ALASKA,2019,38,2,0,2,0,,,,,,,,
AMERICAN SAMOA,2019,38,0,0,0,0,,,,,,,,
ARIZONA,2019,38,9,1,8,0,,,,,,,,
ARKANSAS,2019,38,5,1,4,0,,,,,,,,
CALIFORNIA,2019,38,0,0,0,0,,,,,,,,
COLORADO,2019,38,5,0,5,0,,,,,,,,
CONNECTICUT,2019,38,0,0,0,0,,,,,,,,
DELAWARE,2019,38,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,38,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,38,16,1,15,0,,,,,,,,
EAST SOUTH CENTRAL,2019,38,11,0,11,0,,,,,,,,
FLORIDA,2019,38,15,2,13,0,,,,,,,,
GEORGIA,2019,38,6,1,5,0,,,,,,,,
GUAM,2019,38,0,0,0,0,,,,,,,,
HAWAII,2019,38,0,0,0,0,,,,,,,,
IDAHO,2019,38,0,0,0,0,,,,,,,,
ILLINOIS,2019,38,0,0,0,0,,,,,,,,
INDIANA,2019,38,0,0,0,0,,,,,,,,
IOWA,2019,38,0,0,0,0,,,,,,,,
KANSAS,2019,38,0,0,0,0,,,,,,,,
KENTUCKY,2019,38,2,0,2,0,,,,,,,,
LOUISIANA,2019,38,3,1,2,0,,,,,,,,
MAINE,2019,38,0,0,0,0,,,,,,,,
MARYLAND,2019,38,3,0,3,0,,,,,,,,
MASSACHUSETTS,2019,38,0,0,0,0,,,,,,,,
MICHIGAN,2019,38,0,0,0,0,,,,,,,,
MIDDLE ATLANTIC,2019,38,19,1,18,0,,,,,,,,
MINNESOTA,2019,38,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,38,1,0,1,0,,,,,,,,
MISSOURI,2019,38,6,0,6,0,,,,,,,,
MONTANA,2019,38,0,0,0,0,,,,,,,,
MOUNTAIN,2019,38,24,2,22,0,,,,,,,,
NEBRASKA,2019,38,1,0,1,0,,,,,,,,
NEVADA,2019,38,2,0,2,0,,,,,,,,
NEW ENGLAND,2019,38,0,0,0,0,,,,,,,,
NEW HAMPSHIRE,2019,38,0,0,0,0,,,,,,,,
NEW JERSEY,2019,38,2,0,2,0,,,,,,,,
NEW MEXICO,2019,38,3,0,3,0,,,,,,,,
NEW YORK,2019,38,13,1,12,0,,,,,,,,
NEW YORK CITY,2019,38,2,0,2,0,,,,,,,,
NON-US RESIDENTS,2019,38,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,38,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,38,0,0,0,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,38,0,0,0,0,,,,,,,,
OHIO,2019,38,11,0,11,0,,,,,,,,
OKLAHOMA,2019,38,0,0,0,0,,,,,,,,
OREGON,2019,38,0,0,0,0,,,,,,,,
PACIFIC,2019,38,2,0,2,0,,,,,,,,
PENNSYLVANIA,2019,38,2,0,2,0,,,,,,,,
PUERTO RICO,2019,38,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,38,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,38,25,4,21,0,,,,,,,,
SOUTH CAROLINA,2019,38,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2019,38,0,0,0,0,,,,,,,,
TENNESSEE,2019,38,8,0,8,0,,,,,,,,
TEXAS,2019,38,14,1,13,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,38,0,0,0,0,,,,,,,,
UNITED STATES,2019,38,126,11,115,0,,,,,,,,
US RESIDENTS,2019,38,126,11,115,0,,,,,,,,
US TERRITORIES,2019,38,0,0,0,0,,,,,,,,
UTAH,2019,38,3,1,2,0,,,,,,,,
VERMONT,2019,38,0,0,0,0,,,,,,,,
VIRGINIA,2019,38,1,1,0,0,,,,,,,,
WASHINGTON,2019,38,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,38,7,0,7,0,,,,,,,,
WEST SOUTH CENTRAL,2019,38,22,3,19,0,,,,,,,,
WEST VIRGINIA,2019,38,0,0,0,0,,,,,,,,
WISCONSIN,2019,38,5,1,4,0,,,,,,,,
WYOMING,2019,38,2,0,2,0,,,,,,,,
ALABAMA,2019,39,2,0,2,0,,,,,,,,
ALASKA,2019,39,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,39,0,0,0,0,,,,,,,,
ARIZONA,2019,39,6,0,6,0,,,,,,,,
ARKANSAS,2019,39,5,1,4,0,,,,,,,,
CALIFORNIA,2019,39,0,0,0,0,,,,,,,,
COLORADO,2019,39,8,1,7,0,,,,,,,,
CONNECTICUT,2019,39,0,0,0,0,,,,,,,,
DELAWARE,2019,39,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,39,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,39,25,2,23,0,,,,,,,,
EAST SOUTH CENTRAL,2019,39,16,1,15,0,,,,,,,,
FLORIDA,2019,39,15,1,14,0,,,,,,,,
GEORGIA,2019,39,7,0,7,0,,,,,,,,
GUAM,2019,39,0,0,0,0,,,,,,,,
HAWAII,2019,39,0,0,0,0,,,,,,,,
IDAHO,2019,39,0,0,0,0,,,,,,,,
ILLINOIS,2019,39,0,0,0,0,,,,,,,,
INDIANA,2019,39,0,0,0,0,,,,,,,,
IOWA,2019,39,0,0,0,0,,,,,,,,
KANSAS,2019,39,0,0,0,0,,,,,,,,
KENTUCKY,2019,39,0,0,0,0,,,,,,,,
LOUISIANA,2019,39,8,1,7,0,,,,,,,,
MAINE,2019,39,0,0,0,0,,,,,,,,
MARYLAND,2019,39,2,0,2,0,,,,,,,,
MASSACHUSETTS,2019,39,0,0,0,0,,,,,,,,
MICHIGAN,2019,39,0,0,0,0,,,,,,,,
MIDDLE ATLANTIC,2019,39,19,1,18,0,,,,,,,,
MINNESOTA,2019,39,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,39,7,1,6,0,,,,,,,,
MISSOURI,2019,39,5,0,5,0,,,,,,,,
MONTANA,2019,39,1,0,1,0,,,,,,,,
MOUNTAIN,2019,39,20,1,19,0,,,,,,,,
NEBRASKA,2019,39,0,0,0,0,,,,,,,,
NEVADA,2019,39,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,39,0,0,0,0,,,,,,,,
NEW HAMPSHIRE,2019,39,0,0,0,0,,,,,,,,
NEW JERSEY,2019,39,2,0,2,0,,,,,,,,
NEW MEXICO,2019,39,3,0,3,0,,,,,,,,
NEW YORK,2019,39,6,1,5,0,,,,,,,,
NEW YORK CITY,2019,39,11,0,11,0,,,,,,,,
NON-US RESIDENTS,2019,39,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,39,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,39,0,0,0,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,39,0,0,0,0,,,,,,,,
OHIO,2019,39,22,1,21,0,,,,,,,,
OKLAHOMA,2019,39,0,0,0,0,,,,,,,,
OREGON,2019,39,0,0,0,0,,,,,,,,
PACIFIC,2019,39,0,0,0,0,,,,,,,,
PENNSYLVANIA,2019,39,0,0,0,0,,,,,,,,
PUERTO RICO,2019,39,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,39,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,39,26,1,25,0,,,,,,,,
SOUTH CAROLINA,2019,39,2,0,2,0,,,,,,,,
SOUTH DAKOTA,2019,39,3,0,3,0,,,,,,,,
TENNESSEE,2019,39,7,0,7,0,,,,,,,,
TEXAS,2019,39,5,1,4,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,39,0,0,0,0,,,,,,,,
UNITED STATES,2019,39,132,9,123,0,,,,,,,,
US RESIDENTS,2019,39,132,9,123,0,,,,,,,,
US TERRITORIES,2019,39,0,0,0,0,,,,,,,,
UTAH,2019,39,2,0,2,0,,,,,,,,
VERMONT,2019,39,0,0,0,0,,,,,,,,
VIRGINIA,2019,39,0,0,0,0,,,,,,,,
WASHINGTON,2019,39,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,39,8,0,8,0,,,,,,,,
WEST SOUTH CENTRAL,2019,39,18,3,15,0,,,,,,,,
WEST VIRGINIA,2019,39,0,0,0,0,,,,,,,,
WISCONSIN,2019,39,3,1,2,0,,,,,,,,
WYOMING,2019,39,0,0,0,0,,,,,,,,
ALABAMA,2019,40,0,0,0,0,,,,,,,,
ALASKA,2019,40,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,40,0,0,0,0,,,,,,,,
ARIZONA,2019,40,6,0,6,0,,,,,,,,
ARKANSAS,2019,40,3,2,1,0,,,,,,,,
CALIFORNIA,2019,40,0,0,0,0,,,,,,,,
COLORADO,2019,40,10,0,10,0,,,,,,,,
CONNECTICUT,2019,40,0,0,0,0,,,,,,,,
DELAWARE,2019,40,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,40,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,40,24,3,21,0,,,,,,,,
EAST SOUTH CENTRAL,2019,40,4,0,4,0,,,,,,,,
FLORIDA,2019,40,15,3,12,0,,,,,,,,
GEORGIA,2019,40,0,0,0,0,,,,,,,,
GUAM,2019,40,0,0,0,0,,,,,,,,
HAWAII,2019,40,0,0,0,0,,,,,,,,
IDAHO,2019,40,0,0,0,0,,,,,,,,
ILLINOIS,2019,40,0,0,0,0,,,,,,,,
INDIANA,2019,40,5,0,5,0,,,,,,,,
IOWA,2019,40,0,0,0,0,,,,,,,,
KANSAS,2019,40,0,0,0,0,,,,,,,,
KENTUCKY,2019,40,0,0,0,0,,,,,,,,
LOUISIANA,2019,40,3,0,3,0,,,,,,,,
MAINE,2019,40,5,0,5,0,,,,,,,,
MARYLAND,2019,40,2,0,2,0,,,,,,,,
MASSACHUSETTS,2019,40,0,0,0,0,,,,,,,,
MICHIGAN,2019,40,1,0,1,0,,,,,,,,
MIDDLE ATLANTIC,2019,40,24,1,23,0,,,,,,,,
MINNESOTA,2019,40,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,40,2,0,2,0,,,,,,,,
MISSOURI,2019,40,3,0,3,0,,,,,,,,
MONTANA,2019,40,0,0,0,0,,,,,,,,
MOUNTAIN,2019,40,20,1,19,0,,,,,,,,
NEBRASKA,2019,40,2,0,2,0,,,,,,,,
NEVADA,2019,40,1,0,1,0,,,,,,,,
NEW ENGLAND,2019,40,7,0,7,0,,,,,,,,
NEW HAMPSHIRE,2019,40,2,0,2,0,,,,,,,,
NEW JERSEY,2019,40,3,1,2,0,,,,,,,,
NEW MEXICO,2019,40,3,1,2,0,,,,,,,,
NEW YORK,2019,40,12,0,12,0,,,,,,,,
NEW YORK CITY,2019,40,9,0,9,0,,,,,,,,
NON-US RESIDENTS,2019,40,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,40,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,40,1,0,1,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,40,0,0,0,0,,,,,,,,
OHIO,2019,40,15,3,12,0,,,,,,,,
OKLAHOMA,2019,40,0,0,0,0,,,,,,,,
OREGON,2019,40,0,0,0,0,,,,,,,,
PACIFIC,2019,40,0,0,0,0,,,,,,,,
PENNSYLVANIA,2019,40,0,0,0,0,,,,,,,,
PUERTO RICO,2019,40,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,40,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,40,17,3,14,0,,,,,,,,
SOUTH CAROLINA,2019,40,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2019,40,0,0,0,0,,,,,,,,
TENNESSEE,2019,40,2,0,2,0,,,,,,,,
TEXAS,2019,40,20,1,19,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,40,0,0,0,0,,,,,,,,
UNITED STATES,2019,40,128,11,117,0,,,,,,,,
US RESIDENTS,2019,40,128,11,117,0,,,,,,,,
US TERRITORIES,2019,40,0,0,0,0,,,,,,,,
UTAH,2019,40,0,0,0,0,,,,,,,,
VERMONT,2019,40,0,0,0,0,,,,,,,,
VIRGINIA,2019,40,0,0,0,0,,,,,,,,
WASHINGTON,2019,40,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,40,6,0,6,0,,,,,,,,
WEST SOUTH CENTRAL,2019,40,26,3,23,0,,,,,,,,
WEST VIRGINIA,2019,40,0,0,0,0,,,,,,,,
WISCONSIN,2019,40,3,0,3,0,,,,,,,,
WYOMING,2019,40,0,0,0,0,,,,,,,,
ALABAMA,2019,41,0,0,0,0,,,,,,,,
